Kanzlei,Jobtitel,Location,Link,Erstes_Funddatum,Zuletzt_Gesehen,Email
medavo GmbH Rechtsanwaltsgesellschaft,Rechtsanwaltsfachangestellte/r - Sachbearbeiter/-in Forderungsbeitreibung/Inkasso (m/w/d),Glinde,http://www.medavo.de/karriere?view=article&id=97:sachbearbeiter-in-m-w-d-forderungsbeitreibung-inkasso&catid=12#section-bewerbung,2026-04-03,2026-04-12,
medavo GmbH Rechtsanwaltsgesellschaft,Ausbildung als Rechtsanwaltsfachangestellte(r) (m/w/d),Stuttgart,http://www.medavo.de/karriere?view=article&id=94:auszubildende-rechtsanwaltsfachangestellte-m-w-d&catid=12#section-bewerbung,2026-04-03,2026-04-19,
medavo GmbH Rechtsanwaltsgesellschaft,Ausbildung als Rechtsanwaltsfachangestellte(r) (m/w/d),Glinde,http://www.medavo.de/karriere?view=article&id=94:auszubildende-rechtsanwaltsfachangestellte-m-w-d&catid=12#section-bewerbung,2026-04-03,2026-04-12,
medavo GmbH Rechtsanwaltsgesellschaft,Rechtsanwalt / Rechtsanwältin,Stuttgart,http://www.medavo.de/karriere?view=article&id=27:rechtsanwalt-rechtsanwaeltin&catid=12#section-bewerbung,2026-04-03,2026-04-19,
medavo GmbH Rechtsanwaltsgesellschaft,Rechtsanwalt / Rechtsanwältin,Glinde,http://www.medavo.de/karriere?view=article&id=27:rechtsanwalt-rechtsanwaeltin&catid=12#section-bewerbung,2026-04-03,2026-04-12,
TOP ADAC Anwalt Martin Ellinger ᐅ Rechtsanwalt und Fachanwalt für Verkehrsrecht,ADAC Fachanwalt Verkehrsrecht,Zentrale/Unbekannt,,2026-04-03,2026-04-12,
Dr. Hörl Rechtsanwälte,Rechtsanwalt/Rechtsanwältin (m/w/d) im Referat Verkehrsrecht und IT-Recht,Stuttgart,https://rae-hoerl.de/karriere/,2026-04-03,2026-04-03,henner.hoerl@rae-hoerl.de
Dr. Hörl Rechtsanwälte,Rechtsanwalt/Rechtsanwältin (m/w/d) im Referat Verkehrsrecht und Arbeitsrecht,Stuttgart,https://rae-hoerl.de/karriere/,2026-04-03,2026-04-03,henner.hoerl@rae-hoerl.de
"Hennerkes, Kirchdörfer & Lorz",Assistent/in (m/w/d),Stuttgart,https://www.hennerkes.de/karriere/,2026-04-03,2026-04-12,
"Hennerkes, Kirchdörfer & Lorz",Breakfast-Workshop in Freiburg i.Br. (19. Juni 2026),Freiburg i.Br.,https://www.hennerkes.de/karriere/,2026-04-03,2026-04-03,doktoranden@hennerkes.de
"Hennerkes, Kirchdörfer & Lorz",Doktorandenabend in Freiburg i.Br. (18. Juni 2026),Freiburg i.Br.,https://www.hennerkes.de/karriere/,2026-04-03,2026-04-03,doktoranden@hennerkes.de
"Hennerkes, Kirchdörfer & Lorz",Doktorandenabend in Würzburg (16. Juli 2026),Würzburg,https://www.hennerkes.de/karriere/,2026-04-03,2026-04-03,doktoranden@hennerkes.de
"Hennerkes, Kirchdörfer & Lorz",Steuerrechtlicher Doktorandentag in Stuttgart (16. April 2026),Stuttgart,https://www.hennerkes.de/karriere/,2026-04-03,2026-04-03,doktoranden@hennerkes.de
Notare Klett,Württ. Notariatsassessor/in,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Volljurist/in,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Notarfachwirt/in,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Notarfachassistent/in,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Notarfachangestellte/n,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Empfangskraft,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Notare Klett,Ausbildungsplatz Notarfachangestellte/r,Stuttgart,http://www.notare-klett.de/#karriere,2026-04-03,2026-04-19,bewerbung@notare-klett.de
Anwaltskanzlei Volkwein,Rechtsreferendar (m/w/d),Stuttgart,http://www.volkwein-recht.de/stellenangebote/#Stellenangebote/Referendare,2026-04-03,2026-04-03,karriere@volkwein-recht.de
Anwaltskanzlei Volkwein,Studierende der Rechtswissenschaften (m/w/d) im Pflichtpraktikum,Stuttgart,http://www.volkwein-recht.de/stellenangebote/#Stellenangebote/Studierende,2026-04-03,2026-04-03,karriere@volkwein-recht.de
Anwaltskanzlei Volkwein,Auszubildende (m/w/d) zur Rechtsanwaltsfachangestellten,Stuttgart,http://www.volkwein-recht.de/stellenangebote/#Stellenangebote/Studierende,2026-04-03,2026-04-19,karriere@volkwein-recht.de
WELLER Kanzlei für Arbeitsrecht,Rechtsanwalt in Teilzeit oder Vollzeit (m/w/d),Stuttgart,http://www.weller-kanzlei.eu/component/content/article/rechtsanwalt-m-w-d.html?catid=9,2026-04-03,2026-04-19,kanzlei@weller-kanzlei.eu
WELLER Kanzlei für Arbeitsrecht,Assistenz in Teilzeit (m/w/d),Stuttgart,http://www.weller-kanzlei.eu/component/content/article/assistenz-m-w-d.html?catid=9,2026-04-03,2026-04-19,kanzlei@weller-kanzlei.eu
WELLER Kanzlei für Arbeitsrecht,Rechtsreferendar (m/w/d),Stuttgart,http://www.weller-kanzlei.eu/component/content/article/rechtsreferendar-m-w-d.html?catid=9,2026-04-03,2026-04-19,kanzlei@weller-kanzlei.eu
Breyer Rechtsanwälte,"Rechtsanwalt (m/w/d) für die Bereiche privates Bau- und Architektenrecht, Vergaberecht, Immobilienwirtschaftsrecht",Stuttgart,https://breyer-rechtsanwaelte.de/stellenangebot/rechtsanwalt-m-w-d-fuer-die-bereiche-privates-bau-und-architektenrecht-vergaberecht-immobilienwirtschaftsrecht/,2026-04-03,2026-04-19,
Breyer Rechtsanwälte,"Rechtsanwalt (m/w/d) für die Bereiche privates Bau- und Architektenrecht, Immobilienwirtschaftsrecht",Frankfurt,https://breyer-rechtsanwaelte.de/stellenangebot/rechtsanwalt-m-w-d-fuer-die-bereiche-privates-bau-und-architektenrecht-immobilienwirtschaftsrecht/,2026-04-03,2026-04-19,
Breyer Rechtsanwälte,"Rechtsanwalt (m/w/d) für die Bereiche privates Bau- und Architektenrecht, Vergaberecht, Immobilienwirtschaftsrecht",München,https://breyer-rechtsanwaelte.de/stellenangebot/rechtsanwalt-m-w-d-fuer-die-bereiche-privates-bau-und-architektenrecht-vergaberecht-immobilienwirtschaftsrecht-2/,2026-04-03,2026-04-19,
Breyer Rechtsanwälte,"Rechtsanwalt (m/w/d) für die Bereiche privates Bau- und Architektenrecht, Vergaberecht, Immobilienwirtschaftsrecht",Berlin,https://breyer-rechtsanwaelte.de/stellenangebot/rechtsanwalt-m-w-d-fuer-die-bereiche-privates-bau-und-architektenrecht-vergaberecht-immobilienwirtschaftsrecht-3/,2026-04-03,2026-04-19,
VON THUNEN,Notarfachangestellter / Notarassistent / Notarfachwirt (m/w/d),Bielefeld,https://www.vonthunen.de/wp-content/uploads/2024/08/Stellenanzeige-Notarassistenz-2.pdf,2026-04-03,2026-04-19,
VON THUNEN,Mitarbeiter Notariat (m/w/d) – Quereinstieg mit Studium,Bielefeld,https://www.vonthunen.de/wp-content/uploads/2024/08/91001090-1-Stellenanzeige.pdf,2026-04-03,2026-04-19,
VON THUNEN,Steuerberater(in)/Rechtsanwalt (-wältin),Bielefeld,https://www.vonthunen.de/wp-content/uploads/2021/06/Stellenanzeige-von-Thunen-Anwalt.pdf,2026-04-03,2026-04-19,
VON THUNEN,Steuerberater(in)/Rechtsanwalt (-wältin),Stuttgart,https://www.vonthunen.de/wp-content/uploads/2021/06/Stellenanzeige-von-Thunen-Anwalt.pdf,2026-04-03,2026-04-19,
VON THUNEN,Referendariat,Bielefeld,https://www.vonthunen.de/wp-content/uploads/2026/03/Stellenanzeige-Referendare-1.pdf,2026-04-03,2026-04-19,
VON THUNEN,Referendariat,Stuttgart,https://www.vonthunen.de/wp-content/uploads/2026/03/Stellenanzeige-Referendare-1.pdf,2026-04-03,2026-04-19,
Rechtsanwälte Haufs-Brusberg & Kollegen GbR,RECHTSANWALTSFACHANGESTELLTE/R,Trier,http://www.haufs-brusberg.de/mehr/karriere,2026-04-03,2026-04-19,
Wittschier & Oberbillig,Rechtsanwaltsfachangestellte in Voll- oder Teilzeit (w/m/d),Trier,https://www.ra-trier.de/stellenangebote/,2026-04-03,2026-04-19,bewerbung@ra-trier.de
König Rechtsanwälte,Rechtsanwaltsfachangestelle,Trier,https://www.koenig-rechtsanwaelte.de/karriere,2026-04-03,2026-04-05,stephanie.roth@koenig-rechtsanwalte.de
Rechtsanwaltskanzlei Nicole Kürten,Auszubildende zur Rechtsanwaltsfachangestellten,Trier,https://nicolekuerten.de/allgemein/gesucht-auszubildende-zur-rechtsanwaltsfachangestellten-2/,2026-04-03,2026-04-19,rechtsanwaeltin@nicolekuerten.de
Attorney Dr. Heinz Schmid,Ausbildung zur Rechtsanwaltsfachangestellten (m/w/d),Ulm,https://schmid-rechtsanwalt-ulm.de/rechtsanwalt-ulm-arbeitsrecht-kfz-und-baumaschinenrecht/wir-bilden-aus/,2026-04-03,2026-04-03,ra@drschmidulm.de
IT-Kanzlei Twelmeier,Ausbildungsplatz für Rechtsanwaltsfachangestellte / ReFa (m/w/d),Ulm,https://kanzlei-it.com/ausbildungsplatz-rechtsanwaltsfachangestellte/,2026-04-03,2026-04-03,info@kanzlei-it.com
"Weber, Knaier, Hörmann - Rechtsanwälte",Rechtsanwalt/Rechtsanwältin (m/w/d),Ulm,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-19,info@kanzlei-wsk.de
"Weber, Knaier, Hörmann - Rechtsanwälte",Rechtsanwalt/Rechtsanwältin (m/w/d),Ehingen,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-05,info@kanzlei-wsk.de
"Weber, Knaier, Hörmann - Rechtsanwälte",Rechtsanwaltsfachangestellten (m/w/d),Ulm,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-19,info@kanzlei-wsk.de
"Weber, Knaier, Hörmann - Rechtsanwälte",Rechtsanwaltsfachangestellten (m/w/d),Ehingen,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-05,info@kanzlei-wsk.de
"Weber, Knaier, Hörmann - Rechtsanwälte",Ausbildung zur/zum Rechtsanwaltsfachangestellten (m/w/d),Ulm,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-19,info@kanzlei-wsk.de
"Weber, Knaier, Hörmann - Rechtsanwälte",Ausbildung zur/zum Rechtsanwaltsfachangestellten (m/w/d),Ehingen,https://www.kanzlei-wsk.de/karriere/,2026-04-03,2026-04-05,info@kanzlei-wsk.de
Rechtsanwaltskanzlei Cäsar-Preller,Jahrespraktikant (m/w/d),Wiesbaden,https://www.caesar-preller.de/jobs/#jobs,2026-04-03,2026-04-03,kanzlei@caesar-preller.de
Rechtsanwaltskanzlei Cäsar-Preller,Rechtsanwaltsfachangestellter (m/w/d),Wiesbaden,https://www.caesar-preller.de/jobs/#jobs,2026-04-03,2026-04-03,kanzlei@caesar-preller.de
Rechtsanwaltskanzlei Cäsar-Preller,Rechtsanwalt (m/w/d),Wiesbaden,https://www.caesar-preller.de/jobs/#jobs,2026-04-03,2026-04-03,kanzlei@caesar-preller.de
Rechtsanwaltskanzlei Cäsar-Preller,Werkstudent (m/w/d),Wiesbaden,https://www.caesar-preller.de/jobs/#jobs,2026-04-03,2026-04-03,kanzlei@caesar-preller.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Rechtsanwalt (m/w/d),Wiesbaden,https://www.kanzlei-doganay.de/rechtsanwalt-m-w-d-in-wiesbaden/,2026-04-03,2026-04-19,info@kanzlei-doganay.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Notarfachangestellter (m/w/d),Wiesbaden,https://www.kanzlei-doganay.de/notarfachangestellter-m-w-d-in-wiesbaden/,2026-04-03,2026-04-19,info@kanzlei-doganay.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Rechtsreferendar (m/w/d) / Werkstudent (m/w/d),Zentrale/Unbekannt,https://www.kanzlei-doganay.de/rechtsreferendar-m-w-d-werksstudent-m-w-d/,2026-04-03,2026-04-12,info@kanzlei-doganay.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Auszubildender zum Notarfachangestellten (m/w/d),Wiesbaden,https://www.kanzlei-doganay.de/auszubildender-zum-notarfachangestellten-m-w-d-in-wiesbaden/,2026-04-03,2026-04-19,info@kanzlei-doganay.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Auszubildender zum Rechtsanwaltsfachangestellten (m/w/d),Wiesbaden,https://www.kanzlei-doganay.de/auszubildender-zum-rechtsanwaltsfachangestellten-m-w-d-in-wiesbaden/,2026-04-03,2026-04-19,info@kanzlei-doganay.de
"Dr. Doganay & Doganay, Notare - Rechtsanwälte - Fachanwälte",Rechtsanwaltsfachangestellter (m/w/d),Wiesbaden,https://www.kanzlei-doganay.de/rechtsanwaltsfachangestellter-m-w-d-in-wiesbaden/,2026-04-03,2026-04-19,info@kanzlei-doganay.de
"Kanzlei Schimp - Rechtsanwältin Aufenthaltsrecht Wiesbaden, Rechtsanwalt Strafrecht, Einbürgerung",Rechtsanwältin / Rechtsanwalt (m/w/d),Wiesbaden,https://kanzlei-schimp.de/karriere/,2026-04-03,2026-04-19,kontakt@kanzlei-schimp.de
"Kanzlei Schimp - Rechtsanwältin Aufenthaltsrecht Wiesbaden, Rechtsanwalt Strafrecht, Einbürgerung",Referendarinnen und Referendare (m/w/d),Wiesbaden,https://kanzlei-schimp.de/karriere/,2026-04-03,2026-04-19,kontakt@kanzlei-schimp.de
"Kanzlei Schimp - Rechtsanwältin Aufenthaltsrecht Wiesbaden, Rechtsanwalt Strafrecht, Einbürgerung",Jahrespraktikum (Fachhochschulreife),Wiesbaden,https://kanzlei-schimp.de/karriere/,2026-04-03,2026-04-19,kontakt@kanzlei-schimp.de
Kanzlei JSH - Rechtsanwältin Jessica Schwerdt (ehemals Müller-Horaczek),Referendarin / Referendar (m/w/d),Wiesbaden,https://www.kanzlei-jsh.de/kontakt/,2026-04-03,2026-04-19,office@kanzlei-jsh.de
Kanzlei JSH - Rechtsanwältin Jessica Schwerdt (ehemals Müller-Horaczek),Jahrespraktikum zur Erlangung der Fachhochschulreife,Wiesbaden,https://www.kanzlei-jsh.de/kontakt/,2026-04-03,2026-04-19,office@kanzlei-jsh.de
Kanzlei VBWR | Rechtsanwälte | Fachanwälte | Notar,Rechtsanwaltsfachangestellte (m/w/d),Mainz,https://www.vbwr.de/karriere/,2026-04-03,2026-04-19,mail@vbwr.de
Kanzlei VBWR | Rechtsanwälte | Fachanwälte | Notar,Notarfachangestellte (m/w/d),Wiesbaden,https://www.vbwr.de/karriere/,2026-04-03,2026-04-19,mail@vbwr.de
WALTER Rechtsanwälte,Rechtsanwalt (m/w/d) mit Schwerpunkt im Bereich des Arzthaftungsrechts,Wiesbaden,https://www.anwalt-wiesbaden.de/kanzlei/jobs/,2026-04-03,2026-04-19,mail@anwalt-wiesbaden.de
WALTER Rechtsanwälte,Rechtsreferendar /-in,Wiesbaden,https://www.anwalt-wiesbaden.de/kanzlei/jobs/,2026-04-03,2026-04-12,mail@anwalt-wiesbaden.de
Kanzlei Voigt Rechtsanwalts GmbH,Rechtsanwalt / Rechtsanw&auml;ltin (m/w/d),Frankfurt am Main,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-frankfurt-am-main/,2026-04-03,2026-04-03,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH,Rechtsanwalt / Rechtsanw&auml;ltin (m/w/d),Saarbrücken,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-saarbruecken/,2026-04-03,2026-04-03,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH,Rechtsanwalt / Rechtsanw&auml;ltin (m/w/d),Hannover,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-hannover/,2026-04-03,2026-04-03,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH,Rechtsanwalt / Rechtsanw&auml;ltin (m/w/d),Kassel,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-kassel/,2026-04-03,2026-04-03,bewerbung@kanzlei-voigt.de
Kanzlei Voigt Rechtsanwalts GmbH,Rechtsanwalt / Rechtsanw&auml;ltin (m/w/d),Essen,https://kanzlei-voigt.de/stellenanzeigen/rechtsanwalt-rechtsanwaeltin-m-w-d-in-essen/,2026-04-03,2026-04-03,bewerbung@kanzlei-voigt.de
PSS Rechtsanwälte,Jahrespraktikanten (m/w/d) Schuljahr 2024/25,Wiesbaden,https://www.pss-rechtsanwaelte.de/jobs/,2026-04-03,2026-04-12,kanzlei@pss-rechtsanwaelte.de
PSS Rechtsanwälte,Praktikum für Studenten (m/w/d) der Rechtswissenschaften,Wiesbaden,https://www.pss-rechtsanwaelte.de/jobs/,2026-04-03,2026-04-12,kanzlei@pss-rechtsanwaelte.de
Ritter und Spreter | Rechtsanwälte & Notar,Rechtsanwaltsfachangestellte (REFA),Wiesbaden,https://www.krs-recht.de/#team,2026-04-03,2026-04-03,info@krs-recht.de
Ritter und Spreter | Rechtsanwälte & Notar,Notarfachangestellte (NOFA),Wiesbaden,https://www.krs-recht.de/#team,2026-04-03,2026-04-03,info@krs-recht.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsanwälte (m/w/d) mit Fachanwaltszulassung/-Lehrgang,Bad Kreuznach,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsanwälte (m/w/d) mit Fachanwaltszulassung/-Lehrgang,Mainz,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsanwälte (m/w/d) mit Fachanwaltszulassung/-Lehrgang,Wiesbaden,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsreferendare (m/w/d),Bad Kreuznach,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsreferendare (m/w/d),Mainz,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsreferendare (m/w/d),Wiesbaden,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Wissenschaftliche Mitarbeiter (m/w/d),Bad Kreuznach,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Wissenschaftliche Mitarbeiter (m/w/d),Mainz,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Wissenschaftliche Mitarbeiter (m/w/d),Wiesbaden,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
BERNARD KORN & PARTNER Rechtsanwälte und Fachanwälte in Wiesbaden,Rechtsanwaltsfachangestellte (m/w/d),Mainz,https://www.ckb-anwaelte.de/stellenangebote/,2026-04-03,2026-04-19,bernard@ckb-anwaelte.de
Aichinger Lawyers and Notary Publics Wiesbaden,Notarfachwirt/in,Wiesbaden,https://www.aichinger-notare.de/stellenanzeigen/,2026-04-03,2026-04-19,karriere@aichinger-notare.de
Aichinger Lawyers and Notary Publics Wiesbaden,Notarfachangestellte/n,Wiesbaden,https://www.aichinger-notare.de/stellenanzeigen/,2026-04-03,2026-04-19,karriere@aichinger-notare.de
Aichinger Lawyers and Notary Publics Wiesbaden,Rechtsanwaltsfachangestellte/n,Wiesbaden,https://www.aichinger-notare.de/stellenanzeigen/,2026-04-03,2026-04-19,karriere@aichinger-notare.de
Aichinger Lawyers and Notary Publics Wiesbaden,Sekretär/in (m/w/d),Wiesbaden,https://www.aichinger-notare.de/stellenanzeigen/,2026-04-03,2026-04-19,karriere@aichinger-notare.de
klein sarris saraf partnerschaft mbb,Initiativbewerbung für Studentinnen und Studenten (m/w/d),Wiesbaden,https://www.rechtsanwalt-notar-wiesbaden.de/karriere/,2026-04-03,2026-04-03,info@ranowi.de
MUNTE Rechtsanwälte · Notare,Rechtsanwalt (m/w) mit Berufserfahrung (FA Verkehrs- oder Versicherungsrecht),Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-03,2026-04-19,b.munte@munte.de
MUNTE Rechtsanwälte · Notare,Rechtsanwalt (m/w) mit Berufserfahrung (FA Familienrecht),Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-03,2026-04-19,b.munte@munte.de
MUNTE Rechtsanwälte · Notare,Notarfachangestellte (m/w),Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-03,2026-04-19,b.munte@munte.de
MUNTE Rechtsanwälte · Notare,Rechtsanwaltsfachangestellte (m/w),Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-03,2026-04-19,b.munte@munte.de
MUNTE Rechtsanwälte · Notare,Auszubildende (m/w) Rechtsanwalts- und Notarfachangestellten,Wolfsburg,https://munte.de/die-kanzlei/karriere/,2026-04-03,2026-04-03,b.munte@munte.de
Kanzlei Krüger - Steuerberatung & Rechtsanwalt Wolfsburg,Steuerfachwirtin komplexe Jahresabschlüsse (m/w/d),Wolfsburg,https://www.kanzlei-krueger.de/karriere/karriere/aktuelle-stellenausschreibungen/steuerfachwirtin-komplexe-jahresabschluesse/,2026-04-03,2026-04-19,i.krueger@kanzlei-krueger.de
Kanzlei Krüger - Steuerberatung & Rechtsanwalt Wolfsburg,Steuerfachangestellte gemeinnützige Vereine & Stiftungen,Wolfsburg,https://www.kanzlei-krueger.de/karriere/karriere/aktuelle-stellenausschreibungen/steuerfachwirtin-gemeinnuetzige-vereine-und-stiftungen/,2026-04-03,2026-04-19,i.krueger@kanzlei-krueger.de
Kanzlei Krüger - Steuerberatung & Rechtsanwalt Wolfsburg,Steuerfachangestellte (m/w/d) für Immobiliensachverhalte,Wolfsburg,https://www.kanzlei-krueger.de/karriere/karriere/aktuelle-stellenausschreibungen/steuerfachangestellte-immobiliensachverhalte/,2026-04-03,2026-04-19,i.krueger@kanzlei-krueger.de
Kanzlei Krüger - Steuerberatung & Rechtsanwalt Wolfsburg,"Steuerfachangestellte (m/w/d) EüR, ESt und FiBu",Wolfsburg,https://www.kanzlei-krueger.de/karriere/karriere/aktuelle-stellenausschreibungen/steuerfachangestellte-euer-est-fibu/,2026-04-03,2026-04-19,i.krueger@kanzlei-krueger.de
GKS Rechtsanwälte,Rechtsanwalt (m/w/d) – Wuppertal,Wuppertal,https://gks-rechtsanwaelte.de/karriere/rechtsanwalt-m-w-d-wuppertal/,2026-04-03,2026-04-03,jaeger@gks-rechtsanwaelte.de
GKS Rechtsanwälte,Rechtsanwalt (m/w/d) – Radevormwald,Radevormwald,https://gks-rechtsanwaelte.de/karriere/rechtsanwalt-m-w-d-radevormwald/,2026-04-03,2026-04-03,jaeger@gks-rechtsanwaelte.de
GKS Rechtsanwälte,Rechtsanwaltsfachangestellte/r (m/w/d) – Wuppertal,Wuppertal,https://gks-rechtsanwaelte.de/karriere/rechtsanwaltsfachangestellte-m-w-d/,2026-04-03,2026-04-03,jaeger@gks-rechtsanwaelte.de
Blum & Kölsch Rechtsanwälte,Rechtsanwaltsfachangestellte/n (m/w/d),Wuppertal,https://blum-koelsch.de/rechtsanwaltsfachangestellte-n-m-w-d/,2026-04-03,2026-04-19,rechtsanwaelte@blum-koelsch.de
Blum & Kölsch Rechtsanwälte,Auszubildende/n zur/zum Rechtsanwaltsfachangestellte/n (m/w/d),Wuppertal,https://blum-koelsch.de/auszubildende-n-zur-zum-rechtsanwaltsfachangestellte-n-m-w-d/,2026-04-03,2026-04-19,rechtsanwaelte@blum-koelsch.de
Blum & Kölsch Rechtsanwälte,Rechtsanwältin / Rechtsanwalt (m/w/d),Wuppertal,https://blum-koelsch.de/rechtsanwaeltin-rechtsanwalt-m-w-d/,2026-04-03,2026-04-19,rechtsanwaelte@blum-koelsch.de
Hartmann Dahlmanns Rechtsanwälte,Rechtsanwalt (m/w/d) – Immobilienrecht und privates Bau- und Architektenrecht in Vollzeit,Wuppertal,http://www.hd-anwalt.de/meta/karriere,2026-04-03,2026-04-12,personal@hd-anwalt.de
Hopfgarten Rechtsanwälte,Rechtsanwaltsfachangestellte (m/w/d),Wuppertal,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-19,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Ausbildung zur/zum Rechtsanwaltsfachangestellten (m/w/d),Wuppertal,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-19,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Ausbildung zur/zum Rechtsanwaltsfachangestellten (m/w/d),Düsseldorf,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-19,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Initiativbewerbung,Wuppertal,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-19,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Initiativbewerbung,Düsseldorf,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-19,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Referendariat,Wuppertal,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-03,bewerbung@hopfgarten.de
Hopfgarten Rechtsanwälte,Referendariat,Düsseldorf,https://www.hopfgarten.de/karriere/,2026-04-03,2026-04-03,bewerbung@hopfgarten.de
VINQO Rechtsanwälte,Rechtsanwalt (m/w/d) für Verbraucherrecht,Wuppertal,https://vinqo.de/karriere/,2026-04-03,2026-04-19,gf@legaldata.tech
VINQO Rechtsanwälte,Rechtsanwalt (m/w/d) für Verbraucherrecht,Homeoffice,https://vinqo.de/karriere/,2026-04-03,2026-04-19,gf@legaldata.tech
VINQO Rechtsanwälte,Rechtsreferendar (m/w/d) im Legal Tech Bereich,Wuppertal,https://vinqo.de/karriere/,2026-04-03,2026-04-19,gf@legaldata.tech
VINQO Rechtsanwälte,Rechtsreferendar (m/w/d) im Legal Tech Bereich,Homeoffice,https://vinqo.de/karriere/,2026-04-03,2026-04-19,gf@legaldata.tech
ANWALTSKANZLEI DELORETTE,Rechtsanwaltsfachangestellte(r) m/w/d,Wuppertal Barmen,https://delorette.de/jobs/rechtsanwaltsfachangestelte-m-w-d/,2026-04-03,2026-04-12,info@delorette.de
