"canonical_firm_id","Unternehmensname","Domainname des Unternehmens","Jobboard_URL","strategy","adapter","ats","status","reason","http_status","html_job_count","json_job_count","signals","analyzed_at"
"reis-und","Reis & Partner Rechtsanwälte Notare","reisundpartner.de","https://reisundpartner.de/stellenangebote/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,blocked,host:reisundpartner.de","2026-06-19"
"asma-hussain-haemaelaeinen-ll-m","Asma Hussain-Hämäläinen, LL.M.","rechtsanwaeltinhussain.com","https://rechtsanwaeltinhussain.com","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,host:rechtsanwaeltinhussain.com","2026-06-19"
"kbz","kbz. Rechtsanwälte Steuerberater","kbz-rechtsanwalt-steuerberater-frankfurt-oder.de","https://kbz-rechtsanwalt-steuerberater-frankfurt-oder.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,pagination,host:kbz-rechtsanwalt-steuerberater-frankfurt-oder.de","2026-06-19"
"jasper","JASPER Rechtsanwälte","jasper-law.com","https://jasper-law.com/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","host:jasper-law.com","2026-06-19"
"koether-und-schmitt-in-schwerte","Kanzlei / Rechtsanwälte - Köther und Schmitt in Schwerte","rae-koether.com","https://rae-koether.com","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:rae-koether.com","2026-06-19"
"rechtsanwaltskanzlei-michael-kaiser","Rechtsanwaltskanzlei Michael Kaiser","ra-kaiser.eu","https://ra-kaiser.eu","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,blocked,host:www.ra-kaiser.eu","2026-06-19"
"m-ue-l-l-e-r-a-n-w-a-l-t-s-k-a-n-z-l-ei","M Ü L L E R A n w a l t s k a n z l ei","rechtundberatung.de","https://rechtundberatung.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","pagination,host:www.rechtundberatung.de","2026-06-19"
"michael-pommerening-und-dirk-breitenbach","Rechtsanwälte Michael Pommerening und Dirk Breitenbach","rae-wandsbek.de","https://www.rae-wandsbek.de/kontakt/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,pagination,blocked,host:www.rae-wandsbek.de","2026-06-19"
"dr-schwarzpartners","Dr. SchwarzPartners GmbH","karriere-schwarzpartners.de","https://www.schwarzpartners.de/karriere","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","12","1","json_ld,pagination,host:www.schwarzpartners.de","2026-06-19"
"schwentker-bueckmann-insolvenzwerwaltung","Schwentker-Bückmann Rechtsanwälte . Insolvenzwerwaltung","rae-sb.de","https://karriere-rae-sb.de/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","js_app,host:karriere-rae-sb.de","2026-06-19"
"krefeld-gassmann-reichl-brandes-gbr","Krefeld • Gaßmann-Reichl • Brandes GbR","ihrsteuerteam.de","https://ihrsteuerteam.de/#karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","pagination,js_app,host:ihrsteuerteam.de","2026-06-19"
"ra-frank-e-r-diem","RA Frank E. R. Diem","diempartner.de","https://diempartner.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,blocked,js_app,host:diempartner.de","2026-06-19"
"klug-und-froehlich","Klug & Froehlich","klugundfroehlich.de","https://klugundfroehlich.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","pagination,host:klugundfroehlich.de","2026-06-19"
"schwamborn-schmidt-heisig","Rechtsanwälte SCHWAMBORN SCHMIDT HEISIG","schwamborn-schmidt-heisig.eu","https://schwamborn-schmidt-heisig.eu","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","10","2","json_ld,pagination,blocked,js_app,host:www.schwamborn-schmidt-heisig.eu","2026-06-19"
"moehler-und-moehler","Rechtsanwälte Möhler & Möhler","raemoehler.de","https://raemoehler.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","nuxt,blocked,js_app,host:www.raemoehler.de","2026-06-19"
"rechtsanwaeltin-dr-vanessa-kazak","Rechtsanwältin Dr. Vanessa Kazak","kanzlei-dr-kazak.de","https://kanzlei-dr-kazak.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","blocked,host:www.kanzlei-dr-kazak.de","2026-06-19"
"und-fachanwaltskanzlei","Notar und Fachanwaltskanzlei","raegm.de","https://raegm.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","1","1","json_ld,pagination,blocked,js_app,host:ffm-kanzlei.de","2026-06-19"
"juri-schleicher","Rechtsanwalt Juri Schleicher","brg-recht.de","https://brg-recht.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","5","2","json_ld,blocked,host:brg-recht.de","2026-06-19"
"fachanwaltskanzlei-hubel-klopfer-schwarz","FACHANWALTSKANZLEI HUBEL, KLOPFER, SCHWARZ","fachanwaelte-aalen.de","https://fachanwaelte-aalen.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,host:www.fachanwaelte-aalen.de","2026-06-19"
"landstorfer-und-neusiedler","Rechtsanwälte Landstorfer & Neusiedler","rechtsanwalt-muenchen.info","https://rechtsanwalt-muenchen.info","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,host:www.rechtsanwalt-muenchen.info","2026-06-19"
"wir-suchen-verstaerkung-zu-den-stellenanzeigen","WIR SUCHEN VERSTÄRKUNG! [ZU DEN STELLENANZEIGEN]","srb-anwaelte.de","https://www.srb-anwaelte.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","host:www.srb-anwaelte.de","2026-06-19"
"eggesiecker-und-rechtsbeistand-eingetragen-im-partnerschaftsregister","Eggesiecker und Partner, Rechtsanwälte, Steuerberater, Wirtschaftsprüfer, Rechtsbeistand, eingetragen im Partnerschaftsregister","eggesiecker.de","https://www.eggesiecker.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","10","0","host:www.eggesiecker.de","2026-06-19"
"kaesler-i-neuhaus-i-von-kietzell-in","Kaesler I Neuhaus I von Kietzell Rechtsanwälte in Partnerschaft mbB","kaesler.eu","https://www.kaesler.eu/karriere.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","10","0","blocked,host:www.kaesler.eu","2026-06-19"
"dr-kaumanns","Dr. Kaumanns Rechtsanwälte","anwaelte-kaumanns.de","https://anwaelte-kaumanns.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","host:anwaelte-kaumanns.de","2026-06-19"
"joerg-salzwedel-salzwedel","Jörg Salzwedel Kanzlei Salzwedel","ra-salzwedel.de","https://ra-salzwedel.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","pagination,blocked,host:www.ra-salzwedel.de","2026-06-19"
"harms-ziegler-partnerschaftsgesellschaft","harms-ziegler rechtsanwälte Partnerschaftsgesellschaft mbB","harms-ziegler.de","https://harms-ziegler.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,js_app,host:www.harms-ziegler.de","2026-06-19"
"hoeninger-fahnenschmidt-kreiskorte-buerogemeinschaft-recht-und-steuern","HÖNINGER | FAHNENSCHMIDT | KREISKORTE - Bürogemeinschaft Recht & Steuern","hfk.ruhr","https://hfk.ruhr/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,blocked,js_app,host:hfk.ruhr","2026-06-19"
"attorney-joerg-dietz","Attorney Jörg Dietz","anwaeltedirekt-esslingen.de","https://anwaeltedirekt-esslingen.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","6","0","host:anwaeltedirekt-esslingen.de","2026-06-19"
"lechner-und-lechner-gbr","Rechtsanwälte Lechner & Lechner GbR","rechtsanwaelte-lechner.de","https://rechtsanwaelte-lechner.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","6","0","host:www.rechtsanwaelte-lechner.de","2026-06-19"
"ulbrich","Rechtsanwälte Ulbrich","ra-ulbrich.de","https://ra-ulbrich.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:www.ra-ulbrich.de","2026-06-19"
"rechtsanwaeltin-barbara-lang","Rechtsanwältin Barbara Lang","lang-rechtsanwaeltin.de","https://lang-rechtsanwaeltin.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:lang-rechtsanwaeltin.de","2026-06-19"
"schueler-boldt-und-bansner-in-sozietaet","SCHÜLER-BOLDT & BANSNER Rechtsanwälte in Sozietät","ra-bansner.de","https://ra-bansner.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","blocked,host:www.ra-bansner.de","2026-06-19"
"dr-thomas-durchlaub","Notar Dr. Thomas Durchlaub","notar-durchlaub.de","https://notar-durchlaub.de","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:notar-durchlaub.de","2026-06-19"
"dr-vachek","Dr. Vachek Rechtsanwälte","kanzlei-vachek.de","https://kanzlei-vachek.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:www.kanzlei-vachek.de","2026-06-19"
"diwo-und-falk-vereidigte-buchpruefer","Diwo & Falk Rechtsanwälte, Steuerberater, vereidigte Buchprüfer","diwo-falk.de","https://diwo-falk.de","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"dr-hoernschemeyer-von-rechtsanwaelten-i-notarin","Dr. Hörnschemeyer Partnerschaft von Rechtsanwälten mbB I Notarin","dr-hoernschemeyer.de","https://dr-hoernschemeyer.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","13","0","host:hnl.law","2026-06-19"
"snr-beratung","SNR BERATUNG PartG mbB","snr.tax","https://snr.tax/stellenangebote/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,js_app,host:snr.tax","2026-06-19"
"lkc-holding-wirtschaftspruefungsgesellschaft","LKC Holding GmbH Wirtschaftsprüfungsgesellschaft","lkc.de","https://lkc.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,pagination,host:lkc.de","2026-06-19"
"lampe-und-roediger","Rechtsanwälte Lampe & Rödiger","lampe-und-roediger.de","https://lampe-und-roediger.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,js_app,host:lampe-und-roediger.de","2026-06-19"
"tritschler-maier-mager-fachanwaelte-partnerschaftsgesellschaft","Tritschler Maier Mager Fachanwälte (Partnerschaftsgesellschaft)","kanzlei-vs.de","https://kanzlei-vs.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,host:kanzlei-vs.de","2026-06-19"
"rechtsanwaltskanzlei-thomas-schmidt","Rechtsanwaltskanzlei Thomas Schmidt","anwalt-schmidt.com","https://anwalt-schmidt.com","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,blocked,host:anwalt-schmidt.com","2026-06-19"
"reckels-ruhwinkel-lammers-dr-keuter-und-bathe-gesellschaft-buergerlichen-rechts","Reckels, Ruhwinkel, Lammers, Dr. Keuter und Bathe Gesellschaft bürgerlichen Rechts","onlineadvokaten.de","https://onlineadvokaten.de/karriere-2/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,js_app,host:onlineadvokaten.de","2026-06-19"
"anwaelte-von-bassewitz-grueneberg-gerlach-und-collegen","Anwälte von Bassewitz, GRÜNEBERG, GERLACH & Collegen","anwalt-von-bassewitz.de","https://www.anwalt-von-bassewitz.de/karriere","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","7","1","json_ld,host:www.anwalt-von-bassewitz.de","2026-06-19"
"dr-huesch-und-partnerschaftsgesellschaft","Rechtsanwälte Dr. Hüsch & Partner mbB, Partnerschaftsgesellschaft","huesch-und-partner.de","https://huesch-und-partner.de/karriere.html","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,host:huesch-und-partner.de","2026-06-19"
"leichthammer-scheckel-breil-und","LEICHTHAMMER, SCHECKEL, BREIL & PARTNER","lsb-partner.de","https://lsb-partner.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:lsb-partner.de","2026-06-19"
"landgraf-schneider","Landgraf Schneider Rechtsanwälte PartG","landgraf-schneider.com","https://landgraf-schneider.com","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","blocked,host:www.landgraf-schneider.com","2026-06-19"
"rechtsanwaeltin-stephanie-schlund","Rechtsanwältin Stephanie Schlund","kanzlei-schlund.de","https://kanzlei-schlund.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,blocked,host:kanzlei-schlund.de","2026-06-19"
"in-hannover-fuer-zivilrecht","Rechtsanwalt in Hannover für Zivilrecht","degott.de","https://degott.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","host:www.degott.de","2026-06-19"
"rechtsanwaltskanzlei-ehrmann-und-schweininger","Rechtsanwaltskanzlei Ehrmann & Schweininger","rae-mhe.de","https://rae-mhe.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","2","1","json_ld,blocked,js_app,host:www.rae-mhe.de","2026-06-19"
"huebner-brandl-und-lindner","Rechtsanwälte Hübner, Brandl & Lindner","rae-huebner-brandl.de","https://rae-huebner-brandl.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","blocked,js_app,host:www.rae-huebner-brandl.de","2026-06-19"
"kuehnel-rosenmueller-und-kollegen-insolvenzverwalter","KÜHNEL, ROSENMÜLLER & KOLLEGEN Rechtsanwälte Notare Insolvenzverwalter","krsh.de","https://www.krsh.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","host:www.krsh.de","2026-06-19"
"joerg-ortmueller","Jörg Ortmüller Rechtsanwalt","ra-ortmueller.de","https://www.ra-ortmueller.de/jobs/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,load_more,pagination,blocked,host:www.ra-ortmueller.de","2026-06-19"
"anwaltskanzlei-rainer-schons","Anwaltskanzlei Rainer Schons","schons-rechtsanwalt.de","https://schons-rechtsanwalt.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,pagination,host:www.schons-rechtsanwalt.de","2026-06-19"
"hundertmark-rohde-christian-hundertmark-david-rohde","Rechtsanwälte Hundertmark // Rohde Christian Hundertmark, David Rohde","kanzlei-hr.de","https://kanzlei-hr.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,host:kanzlei-hr.de","2026-06-19"
"ra-christian-roesch-fachanwalt-fuer-arbeitsrecht","RA Christian Rösch, Fachanwalt für Arbeitsrecht","rupprecht-roesch.de","https://rupprecht-roesch.de","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"hobohm-natalello-giloth-gbr","Hobohm Natalello Giloth GbR","hobohm-kollegen.de","https://hobohmgiloth.de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:hobohmgiloth.de","2026-06-19"
"barbara-schueller-anwaeltinnenkanzlei","Barbara Schüller Anwältinnenkanzlei","anwaeltinnen-kanzlei.de","https://anwaeltinnen-kanzlei.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,blocked,host:anwaeltinnen-kanzlei.de","2026-06-19"
"gehrke-econ-gehrke-econ-steuer-beratungs-gesellschaft-mbh","gehrke-econ Gehrke Econ Steuer­beratungs­gesellschaft mbH","karriere.gehrke-econ.de","https://karriere.gehrke-econ.de/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","json_ld,load_more,js_app,host:karriere.gehrke-econ.de","2026-06-19"
"anwaltskanzlei-klaus-keil","Anwaltskanzlei Klaus Keil","kanzlei-keil.de","https://kanzlei-keil.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","1","1","json_ld,blocked,host:www.kanzlei-keil.de","2026-06-19"
"sievers-und-kollegen-rechtsanwaltskanzlei","Sievers & Kollegen Rechtsanwaltskanzlei","sievers-kollegen.de","https://sievers-kollegen.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,host:sievers-kollegen.de","2026-06-19"
"dudwiesus-ra-jan-m-dudwiesus","Kanzlei Dudwiesus RA Jan-M. Dudwiesus","kanzlei-dudwiesus.de","https://kanzlei-dudwiesus.de","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:kanzlei-dudwiesus.de","2026-06-19"
"karlgaedt","Karlgaedt Rechtsanwalt","rechtsanwalt-gaedt.de","https://rechtsanwalt-gaedt.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","9","0","json_ld,host:rechtsanwalt-gaedt.de","2026-06-19"
"holger-hopperdietzel","Holger Hopperdietzel Rechtsanwalt","advocatur.de","https://advocatur.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,blocked,host:www.advocatur.de","2026-06-19"
"m-und-w-fachanwaelte-wagner-heinzelmann-wedel-heinz","m&w Rechtsanwälte · Fachanwälte Wagner · Heinzelmann · Wedel · Heinz","moersch-wagner.de","https://moersch-wagner.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","11","0","json_ld,pagination,blocked,host:moersch-wagner.de","2026-06-19"
"herausgeber-marc-torsten-canestrini-garret-clark-agathe-wiekhorst","Herausgeber Marc-Torsten Canestrini + Garret Clark + Agathe Wiekhorst","anwaltskanzlei-cc.de","https://anwaltskanzlei-cc.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","33","0","load_more,pagination,blocked,host:www.anwaltskanzlei-cc.de","2026-06-19"
"dr-nesemann-und","Dr. Nesemann und Partner, Rechtsanwälte","nesemann-partner.de","https://nesemann-partner.de","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:nesemann-partner.de","2026-06-19"
"ill-dr-tripp-und-ludwig","Rechtsanwälte Ill Dr. Tripp & Ludwig","dr-tripp-ludwig.de","https://dr-tripp-ludwig.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","pagination,host:dr-tripp-ludwig.de","2026-06-19"
"cramer-von-clausbruch","Cramer von Clausbruch Rechtsanwälte PartGmbB","csc-recht.de","https://csc-recht.de/karriere","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,host:csc-recht.de","2026-06-19"
"lutz-dr-hepach-reisenhofer","Lutz Dr. Hepach Reisenhofer Rechtsanwälte PartGmbB","ra-flh.de","https://ra-flh.de","llm_fallback","","unknown","fallback","Keine Jobs im HTML/JSON erkannt.","200","0","0","host:www.ra-flh.de","2026-06-19"
"prof-dr-stefan-haupt","Prof. Dr. Stefan Haupt","haupt-rechtsanwaelte.de","https://haupt-rechtsanwaelte.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","pagination,js_app,host:www.haupt-rechtsanwaelte.de","2026-06-19"
"rechtsanwaltskanzlei-schliecker","Rechtsanwaltskanzlei Schliecker","kanzlei-schliecker.de","https://kanzlei-schliecker.de","llm_fallback","","unknown","request_error","SSLError","","0","0","","2026-06-19"
"oberberg-hasche-reinbender","Rechtsanwälte Oberberg • Hasche • Reinbender","oberberg-rae.de","https://oberberg-rae.de/datenschutzerklaerung-zu-bewerbungen/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,host:oberberg-rae.de","2026-06-19"
"anwaltskanzlei-stefanie-koehnke-fachanwaeltin-fuer-familienrecht","Anwaltskanzlei Stefanie Köhnke Fachanwältin für Familienrecht","ra-koehnke.de","https://ra-koehnke.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","5","0","pagination,blocked,host:www.ra-koehnke.de","2026-06-19"
"kilian-und-kollegen-rechtsanwaltskanzlei-rechtsanwaeltin-susanne-kilian","Kilian & Kollegen Rechtsanwaltskanzlei Rechtsanwältin Susanne Kilian","kilian-kollegen.de","https://www.kilian-kollegen.de/ueber-uns/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,host:www.kilian-kollegen.de","2026-06-19"
"alpan-sagsoez-fachanwalt-fuer-familienrecht","Alpan Sagsöz Fachanwalt für Familienrecht","bonn-rechtsanwalt.de","https://bonn-rechtsanwalt.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","2","0","json_ld,host:www.bonn-rechtsanwalt.de","2026-06-19"
"der-weidmann-partnerschaftsgesellschaft","Partner der WEIDMANN Rechtsanwälte Steuerberater Partnerschaftsgesellschaft","weidmann-law.de","https://weidmann-law.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","js_app,host:weidmann-law.de","2026-06-19"
"dr-fingerle","Dr. Fingerle Rechtsanwälte","dr-fingerle.de","https://dr-fingerle.de/stellen/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","11","0","json_ld,load_more,pagination,blocked,host:dr-fingerle.de","2026-06-19"
"rechtsanwaltskanzlei-professor-mayer-und-kollegen","Rechtsanwaltskanzlei Professor Mayer & Kollegen","prof-mayer-kollegen.de","https://prof-mayer-kollegen.de","reader_or_llm","","unknown","blocked","Seite wirkt geblockt oder leer fuer normale Requests.","200","0","0","json_ld,blocked,host:www.prof-mayer-kollegen.de","2026-06-19"
"rainer-scholand","RAINER SCHOLAND Steuerberater","nsn-menden.de","https://nsn-menden.de/bewerbungsformular","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","blocked,host:nsn-menden.de","2026-06-19"
"leipzig-friedrich-blasig-vonderlin-hoefler-voges-in-buerogemeinschaft","Rechtsanwälte Leipzig Friedrich | Blasig–Vonderlin | Höfler | Voges in Bürogemeinschaft","rechtsanwaelte-leipzig.net","https://rechtsanwaelte-leipzig.net","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,blocked,host:www.rechtsanwaelte-leipzig.net","2026-06-19"
"rechtsanwaeltin-sabine-katja-schebur","Rechtsanwältin Sabine Katja Schebur","schebur-recht.de","https://schebur-recht.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","3","1","json_ld,blocked,host:schebur-recht.de","2026-06-19"
"ls-ip-loth-und-spuhler-intellectual-property","LS-IP Loth & Spuhler Intellectual Property Law","ls-ip.com","https://ls-ip.com","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","blocked,host:www.ls-ip.com","2026-06-19"
"sozietaet-bauwens-hammer","Sozietät Bauwens Hammer PartGmbB","bauwens-hammer.de","https://bauwens-hammer.de/karriere/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:bauwens-hammer.de","2026-06-19"
"detlef-g-o-baarth","Rechtsanwalt Detlef G.O. Baarth","baarth.net","https://baarth.net","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","11","1","json_ld,host:www.baarth.net","2026-06-19"
"georg-breitscheid","Georg GmbH Breitscheid","georg.de","https://www.georg.de/unsere-offenen-stellen-in-breitscheid/","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","json_ld,pagination,blocked,js_app,host:www.georg.de","2026-06-19"
"merklinger-fachanwaltskanzlei","Merklinger Fachanwaltskanzlei","merklinger-fachanwaltskanzlei.de","https://merklinger-fachanwaltskanzlei.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","1","0","json_ld,pagination,host:www.merklinger-fachanwaltskanzlei.de","2026-06-19"
"collegius-rohlfing-weisensee-oettler-rueckemann-bock-partmbb","Collegius Rohlfing Weisensee Oettler Rückemann-Bock PartmbB","collegius.de","https://collegius.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","1","1","json_ld,blocked,js_app,host:www.collegius.de","2026-06-19"
"mtg-business-firm","MTG Business Law Firm","mtg-group.de","https://mtg-group.de/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,pagination,blocked,host:mtg-group.de","2026-06-19"
"dr-jur-alexander-rauhaus","Rechtsanwalt Dr. jur. Alexander Rauhaus","dr-rauhaus-rae.de","https://dr-rauhaus-rae.de","llm_fallback","","unknown","request_error","HTTPError","","0","0","","2026-06-19"
"laemmer-blum-und-ortner-egbr","Lämmer, Blum & Ortner eGbR","rechtsanwalt-alsfeld.de","https://rechtsanwalt-alsfeld.de","embedded_json","","unknown","ready","Eingebettete strukturierte Jobdaten gefunden.","200","1","1","json_ld,blocked,host:www.rechtsanwalt-alsfeld.de","2026-06-19"
"martin-josef-haas-anwaltskanzlei","Martin Josef Haas Anwaltskanzlei","kanzlei-haas.de","https://kanzlei-haas.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","3","0","json_ld,load_more,pagination,host:www.kanzlei-haas.de","2026-06-19"
"schneider-und-kollegen","Schneider & Kollegen","schneider-kollegen.de","https://schneider-kollegen.de","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,host:www.schneider-kollegen.de","2026-06-19"
"heilmann-fuer-steuer-und-rechtsberatung","Heilmann Kanzlei für Steuer- und Rechtsberatung","kanzlei-heilmann.com","https://kanzlei-heilmann.com","llm_fallback","","unknown","request_error","SSLError","","0","0","","2026-06-19"
"prof-dr-jur-edgar-weiler","Prof. Dr. jur. Edgar Weiler","edgarweiler.de","https://www.nomos-shop.de/de/recht/strafrecht/strafrecht-grundlagen-und-uebergreifende-werke","special_api","api:dlapiper","unknown","ready","Spezialadapter api:dlapiper erkannt.","","0","0","","2026-06-19"
"kober","KOBER | Rechtsanwälte","kober.org","https://www.kober.org/index.php?id=1#c30","playwright","","unknown","needs_browser","Seite wirkt JavaScript-/Pagination-getrieben.","200","0","0","pagination,host:www.kober.org","2026-06-19"
"ralf-moebius-ll-m-fachanwalt-fuer-it-recht","Rechtsanwalt Ralf Möbius LL.M., Fachanwalt für IT-Recht","rechtsanwaltmoebius.de","https://rechtsanwaltmoebius.de","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","10","0","blocked,host:rechtsanwaltmoebius.de","2026-06-19"
"prof-schlegel-hohmann-diarra-und-partnerschaftsgesellschaft","Prof. Schlegel, Hohmann, Diarra & Partner Partnerschaftsgesellschaft mbB","gesundheitsrecht.com","https://gesundheitsrecht.com/karriere/","dom","","unknown","ready","Joblinks sind direkt im HTML sichtbar.","200","4","0","json_ld,pagination,host:gesundheitsrecht.com","2026-06-19"
